category,company,description
Legal Services & Government,y-axis.co.uk,"OISC Registered UK Visa Experts:

 
Y-Axis is the UK’s leading immigration and visa consultancy and arguably the world’s largest B2C immigration firm. As an OISC-registered firm, we have a proven track record of successfully securing UK visas for clients worldwide. Our core strengths lie in visa documentation and expertise in British Citizenship, ILR and other UK Visas."
Legal Services & Government,migration-usa.com,"Migration USA is a full-service specialist US Immigration firm. We are here to not only assess your qualification for any US visas but also to help you apply for any relevant US Immigration matter for which you qualify. Our approach is to only take on new clients if they qualify for a visa or green card, so we can boast a 98.6% success rate. "
Money & Insurance,eurowinsolutions.com,"EuroWin Solutions is a premier tax, accounting, and immigration services provider based in London. We are committed to delivering the best professional services to our clients, helping them navigate complex financial and legal landscapes with ease.

Our team of highly qualified and experienced professionals are equipped to handle all your tax and accounting needs, including bookkeeping, payroll, VAT returns, and tax planning. We work closely with you to understand your unique financial goals and develop bespoke solutions tailored to meet your specific needs.

In addition to our tax and accounting services, we also provide comprehensive immigration services, including visa applications, permanent residency, and citizenship. Our team of immigration experts has a deep understanding of UK immigration law and can guide you through the process with confidence and ease.

At EuroWin Solutions, we pride ourselves on delivering exceptional service and building long-lasting relationships with our clients. We stay up-to-date with the latest developments in tax, accounting, and immigration law to ensure that our clients receive the most accurate and relevant advice.

Choose EuroWin Solutions for all your tax, accounting, and immigration needs. Contact us today to learn more about how we can help you achieve your financial and immigration goals."
Home Services,nelscarpetcleaning.co.uk,"Nel’s Carpet Cleaning Ltd, have our customers property at our best interest. We’re a family run business located on the Kent coast, in the Thanet area.

Our aim is to exceed our customers’ expectations in every job we do, no matter how big or small. We also use the industry’s leading equipment and the very best chemicals, for the best possible results. 

We’re a fully insured & registered company, all of our team are trained professionally to the highest of standards & have passed a DBS check. 

We cover ALL domestic & commercial sectors. All staff will wear the necessary PPE, and 100% customer satisfaction is at the heart of what we do! Every job will be finished to the highest of standards and completed professionally without any excuses.

NO last-minute price increases. NO cutting corners, & NO broken promises. Just a friendly & trustworthy service... you can count on us!"
Home Services,tidalcleaningservices.co.uk,A window cleaning franchise network throughout the UK
Home Services,tenancy.cleaning,"Tenancy.Cleaning is a one-stop solution for all your professional cleaning needs and covers most parts of the UK. Whether it's End of Tenancy Cleaning, Move in Cleaning or Builders Cleaning – our diverse range of services provide customers with full satisfaction, no matter what their requirement is. With trained staff and high quality equipment, we guarantee an exceptional service that will leave you feeling impressed and leave each room looking better than before! If that isn’t enough, our move out cleaning packages are tailored to meet every requirement so you have peace of mind when it comes to getting back your deposit. Rest assured - with tenancy.cleaning, you can find the perfect cleaning solution for your home or business!

Cleaning services that are currently available from our company:

Tenancy Cleaning
One off cleaning
After builders cleaning
Carpet and upholstery cleaning
Oven and appliances cleaning
Pressure washing service 
"
Home Services,hrscleaning.co.uk,Cleaning services & support services for Home Repair Service
Public & Local Services,hetas.co.uk,"HETAS is the national organisation working for consumer safety and the wider public interest in safe, efficient and environmentally responsible use of biomass and other solid fuels. Our purpose is 'Working together for a cleaner, safer environment'. Through our website you can search for approved and registered installers, chimney sweeps, retailers, servicing technicians and products ranging from stoves through to biomass boilers. HETAS operates it’s competent person scheme under authorisation from The Department for Levelling Up, Housing and Communities (DLUHC) and overseen by The United Kingdom Accreditation Services (UKAS) under the certification standard BSENISO 17065:2012."
Home Services,cleanersoflondon.co.uk,"Cleaners of London offer a wide range of professional cleaning services in London within the M25 ring. Our services include: regular domestic cleaning, one-off cleaning, professional end of tenancy cleaning, office cleaning, carpet & upholstery cleaning. If you would like to know more about our services please visit our website and give us a call or send a us a quick message. We are always on the other side ready to help."
Home Services,cleangeniusltd.com,"Clean Genius Your Ultimate Partner in Spotless Excellence

At Clean Genius we redefine what it means to clean As a leader in the cleaning industry we bring unmatched quality reliability and results that speak for themselves Whether it’s routine maintenance,end of tenancy or deep cleaning our skilled professionals deliver perfection every time.

Why Choose Clean Genius?

Top rated Excellence Proudly featured on the first page of Trustpilot with a stellar 4.9 star rating.

Google Reviews Our clients love us and it shows with an exceptional 4.7 star rating.

Certified Assurance For End of Tenancy Cleaning we provide an official End of Tenancy Cleaning Certificate ensuring compliance with estate agency and landlord requirements
Eco friendly Solutions We use environmentally safe products and cutting edge techniques making your space sparkle while protecting the planet
With Clean Genius you don’t just get cleaning you get peace of mind We guarantee results so impeccable they make moving stress free.

Experience the difference trusted by hundreds Contact us today and let us handle the dirt while you enjoy the shine.

Because excellence isn’t just what we do it’s who we are."
Home Services,clothocleaning.co.uk,"At Clotho Cleaning, our professional cleaners are dedicated to providing exceptional cleaning services tailored to meet your needs. We understand that a clean home is essential for your well-being, and we are here to help you achieve that. Our comprehensive home cleaning services cover everything from thorough dusting, and vacuuming to mopping and sanitizing surfaces. Our dedicated team takes pride in their work, with our attention to detail and commitment to excellence, you can rest assured that your home will be a spotless sanctuary. Let us take care of the cleaning so you can enjoy peace of mind and a beautifully maintained home. ~~~~Contact us today to learn more about our services and how we can assist you in achieving the cleanliness you desire!~~~~"
Home & Garden,www.stovefitterswarehouse.co.uk,"We are the specialists in wood burning stoves (no gas, electric, oil, bioethanol or fake flame)."
Home Services,skywash.co.uk,"Sky Wash is a premier exterior cleaning service based in South Wales, specializing in gutter cleaning, window cleaning, uPVC cleaning, power washing, and driveway cleaning. Serving areas including Cardiff, Pontypridd, and Bridgend, we utilize advanced equipment to deliver safe and effective cleaning solutions for both residential and commercial properties. 
"
Home Services,crystalcarpetcleaners.co.uk,"At Crystal Carpet Cleaners Ltd, we specialize in delivering professional upholstery and carpet cleaning services across London at competitive prices. With years of industry experience and cutting-edge equipment, we cater to both residential and commercial clients, ensuring your carpets, upholstery, and home are treated with the utmost care. 

Whether it's deep cleaning, stain removal, or handling delicate fabrics like wool, leather, or oriental carpets, we have the expertise to meet all your cleaning needs.

Our certified team is highly trained, fully insured, and well-versed in safety regulations, offering a range of services including carpet, rug, curtain, and upholstery as well as end of tenancy cleaning in London.

We take pride in our commitment to eco-friendly cleaning solutions, using only non-toxic, professional-grade products to guarantee a safe and healthy environment for your family or office.

Operating throughout Central, North, West, South, and East London, as well as outlying areas, our mobile units are equipped to handle a variety of carpet types, including handwoven, hand-tufted, wool, olefin, and synthetic materials.

Experience the Crystal Carpet Cleaners difference – where quality, care, and customer satisfaction come first."
Home Services,yourlocal.com,YourLocal.com
Home Services,timeforyou.cleaning,"All Time For You Branches Nationwide and Independently Owned.

Time For You provides properly screened and vetted self-employed, part-time casual domestic cleaners to private households. The tasks performed would typically include normal household cleaning duties such as vacuuming, dusting, washing down paintwork, cleaning toilets and bathrooms (and depending on franchise areas) ironing.

However it is you the client who gets to determine the tasks performed each week enabling you to get the cleaning that gives you TIME FOR YOU!

We clean your home so you don’t have to! We know the value of free time. You deserve to spend quality time, whether it be golfing, shopping, reading a book or simply spending more time with your family. After all, time is finite! Life is too short to spend your free time cleaning!"
Home Services,gleam.cleaning,Gleam Cleaning cleans homes reliably and affordably for only £14.99 per hour. We pride ourselves on having great customer service combined with true quality.
Home Services,cleaner-than-ever-norbury.square.site,"We are a cleaning company specialising in domestic and commercial cleaning services. Please contact us for a a quote now. 

Cleaning packages are available and customised quotes on request. 

The areas we cover, are London M25 and a bit beyond.

Our aim is excellent customer service and leaving your home or business spotless!

Among other services, we offer housekeeping and help with everyday tasks on request. "
Utilities,fuelwise.co.uk,"Fuelwise is Ireland's leading provider of Fuel and Fleet Management Solutions, offering our own brand fuel cards and range of telematics products."
Business Services,www.allstarcard.co.uk,"Allstar Fuel Cards is a well-established company that specializes in providing fuel & EV card solutions and services to businesses in the United Kingdom. 

1. Fuel Card Services: Allstar offers a range of fuel card options designed to help businesses effectively manage their fuel expenses. These cards can be used at a vast network of fuel stations across the UK, providing convenience and flexibility for companies with fleets of vehicles.

2. Cost Savings: Allstar Fuel Cards are known for their cost-saving benefits. They often come with discounts, rebates, and other incentives at partner fuel stations, allowing businesses to reduce their fuel-related expenditures.

3. Expense Management: We provides tools and services to help businesses streamline their fuel expense management. This includes detailed reporting, monitoring of fuel consumption, tracking expenses, and analysing driver behaviour, which helps businesses gain insights into their operations.

4. Dedicated Support: Allstar is committed to delivering excellent customer service. We may assign dedicated account managers or customer support teams to assist businesses in selecting the right fuel card, understanding discounts, and addressing any inquiries or issues.

5. Nationwide Coverage: Allstar Fuel Cards offer extensive coverage with a network of partner fuel stations across the UK. This ensures that businesses have access to fuelling options in various locations, from major cities to remote areas.

6. Online Management: Allstar provides an online platform that allows businesses to conveniently manage their fuel card accounts. Users can access reports, make transactions, and monitor their accounts securely through this platform.

7. Sustainability Initiatives: Some Allstar Fuel Cards may support sustainability efforts, such as carbon offset programs or partnerships with eco-friendly fuel providers, aligning with the growing emphasis on environmental responsibility.

8. Allstar provides full end-to-end solution for EV users and fleets. The Allstar EV Card provides access to a wide UK network of EV charging stations. This network includes various charging providers and stations, allowing cardholders to charge their electric vehicles conveniently.

In summary, Allstar Fuel Cards is a reputable and established company in the UK that specialises in providing fuel & EV card solutions to businesses. Their services are designed to help businesses save money on fuel expenses, manage costs efficiently, and take advantage of a widespread network of fuel stations. With a focus on customer support and a range of card options, Allstar Fuel Cards plays a significant role in helping businesses optimize their fleet management and control fuel-related costs. Please note that specific details about our offerings and services may change over time, so it's advisable to visit our official website or contact us directly for the most up-to-date information."
Utilities,thecoalshop.co.uk," Welcome to The Coal Shop. 
 >  Free National UK Delivery Available* 
 >  PayPal PayIn3 Available 
 >  Seasonal Discounts 
 High Quality Products: 
 >  Smokeless Coal 
 >  House Coal 
 >  Kiln Dried Logs 
 >  Firelighters 
 >  Coal Bunkers 
 >  Log Storage 
 Introduction: 
 We have been providing quality fuels to the UK for over 90 years, taking pride in our heritage and expertise in the coal industry. To make our products more accessible, we created an online shop that is simple to use and easy to navigate, with our customers in mind. 
 Our goal is to deliver the best house coal, smokeless fuel, and kiln-dried logs at competitive prices. 
 We have carefully selected our most popular products and brought them to your doorstep in a few simple clicks. Our longevity in the industry can be attributed to our commitment to quality products and excellent customer service. 
 Our History: 
 Since 1932, our family business has been thriving thanks to the late Jack Harrison’s vision. We are proud to say that our traditional family values have remained at the core of everything we do. Back in the day, we used to deliver coal to local homes using horses and carts. Although times have changed, the memories of those days remain with us, and we still cherish them. As the business grew, Jack’s son Geoff joined him on trips to the mine. It was on one of these trips that Geoff thought he was left behind and walked all the way to the mine! Such memories remind us of the hard work and dedication that went into building this business. As the years went by, all four of Jack’s sons joined the business, and we have since expanded our product range to meet the demands of the modern world. 
 Today, we employ a team of around 30 staff who work tirelessly to deliver modern, efficient fuels to homes, factories, hotels, farms, and all kinds of premises. We have harnessed technology to keep up with the needs of the 21st century and supply garage forecourts and shops with pre-packed fuels. We moved to our current location at the industrial estate in Milton in 1992, which allowed us to expand and modernise our business to meet current requirements. We are proud of our history and the legacy that Jack left behind. As we continue to grow and adapt to the ever-changing business landscape, we remain driven by the same values that have kept us going all these years. We are grateful to our loyal customers, and we look forward to serving them for many more years to come. "
Home & Garden,timports.co.uk,"TIMPORTS LIMITED. Since its incorporation in 2008, Timports has become a well-established and proactive company based in Swindon. 
One of the largest wood fuel suppliers in the UK Leading the way over the years. 
In the continued effort to be as sustainable and ethical as possible, sawmills are now using heat exchanges (the excess heat from the production of electricity from biomass gas plants) to dry the wood most efficiently. 
Adapting to Global issues that have proved to be challenging times for everyone.  Working in association with a number of Sawmills in the UK and the EU, we have developed long-term relationships to tailor the best products to suit all different aspects of the UK market. 
We have worked closely with Woodsure, Hetas and the UK Forestry Commission to help protect the market and its users. Being on the front line of the industry, we are very pleased to be offering the quality products and services that we do. Along with our team and networks, We continue to grow while maintaining a personal and professional approach.
We believe that the numerous options for our premium kiln dried logs are great value for money and provide high quality wood to our customers. We feel that it's the best way to buy your firewood. 
Timports have long established supply relationships with many stove centres and log suppliers across the UK and Ireland to ensure that the correct products are used on the varying stoves and fireplaces found in the British home. Kiln dried logs can be the most efficient way to heat your home, and buying kiln dried logs from Timports is the best way to get the quality of logs and service required.
We have a professional, polite, friendly team to help with any enquiries or queries.
 Buy Logs Today
"
Utilities,smokelesscoalexpressuk.co.uk,"At Smokeless Coal Express, we're dedicated to providing top-quality smokeless coal and exceptional service to our customers across the UK. With a commitment to reliability, affordability, and sustainability, we strive to offer a wide range of premium smokeless coal products at wholesale prices. Our mission is to make heating your home hassle-free and affordable, with nationwide free delivery ensuring convenience every step of the way. Join thousands of satisfied customers and experience the difference with Smokeless Coal Express today."
Beauty & Well-being,www.naturecreations.co.uk,Naturecreations provide a trusted and safe marketplace for you to purchase a curated selection of the leading quality wellness products available anywhere.  We only work with established and trusted partners whose products meet our stringent guidelines.  All relevant products are 3rd party tested for quality and effectiveness. 
Construction & Manufacturing,heatingoiltoday.co.uk,"Emergency Heating Oil - Order before 11am for a same day delivery. We also provide a Click & Collect service from our farm in Chelmsford, Essex ( 7am - 7pm ). We delivery heating oil throughout Essex, Suffolk, Cambridgeshire, Norfolk, Hertfordshire & Kent."
Utilities,morganfuelcard.com,"Morgan Fuels is one of the fastest-growing fuel companies in Europe. We provide fuel card services, bulk fuels, lubricants, and capital equipment to commercial, agricultural, retail and domestic customers throughout Ireland and the UK. Established in 1981 the business has organically grown to become one of the largest suppliers of fuels in Ireland. Today Morgan Fuels has evolved into a major fuel card provider operating in Ireland, the UK, and mainland Europe with a network of over 6750+ sites"
Utilities,darchoil.co.uk,"Our oil distribution network operates from Yeovil, Glastonbury, Portland and Amesbury, we deliver to Somerset, Dorset, East Devon, South Wiltshire and West Hampshire supplying quality fuels, heating oil and lubricants at very competitive prices. Order ..."
Utilities,aidfuels.co.uk,"
SIMPLE, QUICK & EFFICIENT FUEL OIL ORDERING


For domestic customers our quick quote ordering system generates a quote within seconds and allows orders to be scheduled for a time that suits you.

Our friendly customer care team are on hand to take your orders and to answer any enquiries by telephone.

    Click here for more information ...


COMPETITIVELY PRICED FUEL OIL
Directly purchasing high volumes of fuel from the UK's largest inland oil depot places the scales of economy in favour of our customers.

Click here for more information ...


RELIABLE DELIVERY
We appreciate the importance of meeting your delivery requirements; often this means delivering within the toughest of conditions. With this in mind we continually invest in our state of the art tanker fleet, ensuring reliable operation even during periods of high demand.

Click here for more information ...

 "
Utilities,www.cpsfuels.co.uk,"CPS Fuels has grown from small beginnings back in 1970, to one of the Easts largest independent fuel suppliers. Supplying heating oil and commercial fuel to domestic, commercial and agricultural clients across East Anglia.

Today a staggering 50,000 homes and businesses throughout the East of England now rely on CPS Fuels to supply their fuel requirements, whether that’s;

Heating Oil
Gas Oil
Derv
Paraffin
Kerosene
Farm Diesel
Lubricants
Solid Fuels

CPS Fuels is proud to be a truly local and established family firm, that provides competitive pricing all year round. With local depots across the East, a large fleet operated by experienced drivers you can be sure of a timely delivery.

Don’t order until you’ve spoken to CPS."
Construction & Manufacturing,fordfuels.co.uk,"We have been supplying fuels and lubricants across the South West of England for over 50 years. From heating oil to tank servicing, you’ll find it at Ford Fuels with a smile and service to match. We know reliability is essential. Ford Fuels has a long history of providing hassle-free reliable service, matched with competitive prices on all of our products."
Utilities,www.gasbottlesdirect.co.uk,"Calor gas bottles, cylinders, campingaz, logs, coal and more all at the lowest prices, delivered to your door - FAST! Order online or call us on 01903 700 778"
Home & Garden,www.uklogsdirect.co.uk,"Welcome to UK Logs Direct where you can buy quality Kiln Dried Ash, Oak Beech & Birch Logs with an average moisture content of less than 20% sourced from Timber Accredited suppliers to ensure the highest quality timber, which is available in Crates, Bags and Boxes, plus we also sell premium quality Heat Logs. We Are A Member Of The WOODSURE READY TO BURN LOGS SCHEME Member WS303. Our Kiln Dried Logs & Pini Kay Heat Logs are all certified by the WOODSURE Ready To Burn Scheme to give you peace of mind and quality tested logs & heat logs"
Utilities,www.ecotricity.co.uk,"We’re Britain’s greenest energy company, supplying 100% green electricity and carbon neutralised gas to customers across Britain. Plus, we’re the world’s first (and still the only!) vegan-certified energy supplier, backed by both Viva!, the vegan charity, and the Vegan Society.
 


We’re not like most other suppliers 
 


What makes Ecotricity different is that we’re not-for-dividend – instead, we take the money we make from our customers’ bills and use it to build new forms of green energy. So far, we’ve built 28 green sites - 24 wind parks, 3 sun parks and 1 green gasmill, with even more on the way.
 

We call this turning ‘Bills into Mills’ - it means that by paying your bill every month you’re helping fight climate change. Every new windmill or sun park we build reduces Britain’s reliance on fossil fuels to generate electricity.
 

Join us and together we’ll build a sustainable future by replacing fossil fuels with green energy!
 

Get a quote"
Utilities,www.motorfuelgroup.com,"Motor Fuel Group (MFG) is the UK’s largest independent forecourt operator.
We offer customers a growing dual-fuel strategy, a versatile valeting offer and a convenient retail and ‘food to go’ service.
We are extremely customer focused and consistently seek to understand our customer needs and how to deliver the best customer service in the UK's forever changing and demanding environment"
Utilities,smartestenergy.com,"SmartestEnergy Business is part of the UK’s leading purchaser of independent generation and supplier of renewable electricity. We are 100% focused on the energy needs of small-medium businesses and to date have helped over 100,000 customers to control their costs through low electricity and gas supply prices, free smart meter technology & dedicated customer services."
Home & Garden,ecoblaze.co.uk,"Ecoblaze stands as a champion for natural, sustainable, quality products. We have worked with the same suppliers for many years. This ensures consistent quality and as we grow, our partners grow with us. 


We are part of White Horse Energy, the largest online retailer of wood based home fuels in the UK. We have achieved this through a commitment to product quality, backed up by a dedicated and passionate team. If you aren't yet an Ecoblaze customer, you might want to check out what our customers say about us"
Utilities,fueldump.co.uk,"Fueldump offers fuel transfer and diesel transfer pumps, fuel transfer equipment and heating oil storage tanks and accessories."
Beauty & Well-being,hotelorganic.co.uk,"Hotel Organic is a certified company that sells Organic Moroccan virgin Argan oil, Natural Himalayan bath salt, Natural Himalayan salt lamps, Candle holders, Deodorant sticks, Salt bars, Dead sea bath salt, Oilburners, Sage smudge sticks, Organic Essential oils, Rosebuds and Gift Box's"
Construction & Manufacturing,westernfuel.co.uk,"Western Fuel is the South West’s leading, independent heating oil and fuel supplier business based in Bridgwater, Somerset. With over 35 years of experience in the industry, providing a fuel delivery service that is second to none, we have acquired an excellent reputation as competitive and reliable fuel distributors for the region. Understanding the needs of our customers from different fields, we strive to exceed their expectations. "
Home & Garden,instantlogs.co.uk,"At Instant Logs, we are proud to be a trusted supplier of high-quality firewood logs, wood pellets, and briquettes across the UK. We are Ready to Burn approved, ensuring that all our products meet stringent quality standards for efficiency and environmental responsibility. Where applicable, we also offer FSC-certified products, demonstrating our commitment to sustainability and responsible sourcing.

Our range includes low-moisture kiln-dried logs, which provide superior burning performance with reduced emissions. We supply firewood logs in a variety of hardwoods, including ash, birch, oak, and hornbeam, ensuring we cater to different preferences and heating needs. For added convenience, we offer our products in various formats, including bulk bags, nets of wood, and heat logs such as Shimada and Pini Kay.

In addition to firewood logs, we provide premium wood pellets and briquettes, perfect for biomass boilers and wood-burning stoves, offering long-lasting heat and high efficiency. Whether you're looking for bulk orders or more convenient packaging, we ensure fast and reliable delivery to keep your home warm all year round.

At Instant Logs, we pride ourselves on exceptional customer service and the quality of our products. We strive to offer the best heating solutions, whether you're after heat logs, briquettes, or wood pellets, with sustainability at the heart of everything we do. Choose Instant Logs for reliable, eco-friendly fuel."
Construction & Manufacturing,gdjones.co.uk,"G D Jones & Son is an independent family run fuel oil distribution business supplying Heating Oil, Agricultural and Commercial Fuel Oils to Anglesey and the surrounding areas of Bangor, Llanberis, Caernarfon, Penygroes, Lleyn Peninsula,  Porthmadog, Llanrwst, Betws y Coed, Colwyn Bay, Conwy and Llandudno."
Utilities,tateoil.co.uk,"We’re a family-run, Yorkshire-based fuel supplier specialising in heating oil, diesel, red diesel, lubricants and additives. With over 50 years’ experience, we pride ourselves on being the same hard-working fuel supplier we were back in 1972.
Reach out and get in touch with us today about your domestic, agricultural and commercial fuel requirements."
Business Services,ukfuels.co.uk,"

Market leaders
Established 33 years ago, UK Fuels offers the most extensive range of fuel cards in the UK, with more than half a million fuel cards actively in use.
We are proud to operate one of the largest independent fuel station networks in the UK, with more than 3,700 sites covering over 97% of UK postcode areas.
What's more, our free-to-use account management and station finder software makes it easy to manage your fuel use.






Exclusive offers for UK Fuels customers
UK Fuels is part of the Radius group of companies - a global leader in mobility and connectivity solutions.
Following the evolution of our extensive range of business solutions, such as vehicle tracking and hire, insurance, electric vehicles, and telecoms, we launched an all-new website called Radius Compare.
Combining all our products and services in one place, Radius Compare will save your business both time and money, as well as providing access to offers that are exclusive to UK Fuels customers.
Find out more
"
Business Services,rightfuelcard.co.uk,"Get fuel management right with our fuel cards. From keeping costs down to cutting paperwork, and everything in between, we can simplify the way you run your vehicles. Whether you’re a one man band or a larger fleet, join thousands of businesses that have already made the right choice with us."
Money & Insurance,www.marshandparsons.co.uk,"Matching people and property in London since 1856

160 years ago, we established our first Marsh & Parsons office, creating a local agent people trust.

Our culture is what sets us apart. As a team, we enjoy each other's company and for you, that means a passionate group of agents acting on your behalf. We focus on creating a healthy working relationship with our clients, providing the best service possible."
Money & Insurance,www.podmanagement.co.uk,"The only property management company you’ll ever need 

At POD we do things differently.  We make the operational experience exceptional, keep homes safe and, through our bespoke technology, make property management smarter. 
Who we do it for
We are proud to work with some of the biggest and best developers in the UK across multiple sectors including built for sale, built for rent and commercial industries. From Bellway to Berkeley, we've worked on some of the best developments in and around London. 

What we do
We offer residential estate and block management services to freeholders, resident management companies, right to manage companies, developers and investors. 
We make resident’s lives easier and less stressful by brilliantly managing the block in which they live. 
People like us
When a customer contacts us (be that via email, telephone or social media), they are dealt with by a dedicated support representative who is equipped to handle their query efficiently.
Our tracking systems and collaborative working ethos means there is no single point of failure and our response times are measured in hours, not days!
We're delighted with our customer reviews, which are all based on the experience of real people, are so positive. It  speaks volumes about the quality of our service.
 Visit our website 
 Contact Us 

"
Money & Insurance,www.openrent.co.uk,At OpenRent we support every landlord in their search for good tenants and every tenant in their search for a joyful home. We have already helped over 6 million tenants and landlords.
Money & Insurance,www.spareroom.co.uk,"Find a flatshare or flatmate fast! 1000s of rooms for rent in flatshares across London, Manchester, Birmingham, Bristol, Leeds, Edinburgh, Glasgow and the rest of the UK. Advertise for free! "
Money & Insurance,www.chartersestateagents.co.uk,"With a network of nine offices across Hampshire and Surrey, our market-leading estate agency prides itself on delivering the highest level of customer service to clients. An award-winning multi-functional business with expertise in sales and lettings, property management, new homes and more.
"
Money & Insurance,purplebricks.co.uk,"Wave goodbye to the bull and sell your home for free with Purplebricks. 

Think there’s a better way to sell your home? So do we. With more 5* reviews than any other agent, we’ve waved goodbye to the bull. That means combining the best tech to put you in control of your home sale, while never losing the personal touch. We give you stunning app *and* a team of experts — local knowledge *and* a wealth of data and insights. Oh, and we’ll sell your home for free.

Every single person who sells with Purplebricks gets everything they need to sell their homes for free. 

A free house valuation and a standout property listing
Letting you manage viewings in a click on our handy app
Handling negotiations so you get the best possible price
A team of experts by your side, all the way until completion
Service 7 days a week, so you’re never on your own



Want even more support? We have optional extras along the way — but you never have to use them. It’s your sale, it’s your choice. Want to see why 9 out of 10 customers recommend Purplebricks? Sell your home for free and find out. 

Questions? We’re here to help. Just give us a bell on 0800 810 8008 from 9am - 6pm Monday to Friday, 9am - 5pm on Saturday and 9am - 4:30pm on Sunday.
"
Money & Insurance,home-made.com,"Home Made has been built from the ground up to provide both landlords and tenants with the best possible experience at the lowest cost. We’ve recruited experts from around the industry and from outside of it to ensure you get the most out letting. We’re a tech company at our centre, so we’ve built our technology platform around efficiency and speed to ensure we can get tenants into the right properties as fast as and as cheap as possible.

  
Book An Appointment"
Money & Insurance,flatfair.co.uk,"


 FAQ's 
 Our news and views 
 No Deposit 
 Contact Us

About us
flatfair offers innovative rental solutions for landlords, tenants and agents. 
Whether you’re a tenant looking to move with lower upfront move-in costs, a landlord looking to double your protection to up to 10 weeks, or an agent seeking to streamline your deposits, flatfair can help.

 Get started
"
Money & Insurance,expressestateagency.co.uk,"Do you want to sell your house — and not just be on the market? Proudly built upon great service, great success and no sale no fee – by choosing the Express Estate Agency, you will benefit from a very progressive, forward-thinking, proactive and nationwide Estate Agent that offers enormous advertising for your property, a 24/7 Enquiry Line and only deals with buyers in a position to proceed. 

We can help everyone and selling your home doesn't need to be a long, drawn-out and painful experience. Whether you are just wanting to sell, and don't want the trauma of 6-12+ months on the market, (with endless viewers who may simply be wasting your time), or if you are in need of a faster sale, we have the solution that will suit your needs."
Money & Insurance,www.theaa.com,"The AA provides services to motorists: breakdown cover, car insurance, life, travel insurance, route planning and motoring advice. We're the UK's number 1 motoring organisation.
"
Vehicles & Transportation,www.atseuromaster.co.uk,"Tyres, MOTs & Vehicle Services at ATS Euromaster 
At ATS Euromaster you’ll find everything you need to keep your car in peak, roadworthy condition including services, tyres and checks. This is all backed up by our team of highly-skilled technicians who are on-hand to provide you reliable advice, an unbiased service and a competitive price.
ATS Euromaster has been around since 1965 and in that time we’ve tirelessly committed ourselves to providing you with a service that is second-to-none.
When you come to ATS Euromaster, you get:

More than 50 years experience
Tyre brands known and trusted the world over
More than 240 centres across the UK
Access to the 14-country strong Euromaster network
A guarantee on parts and services provided
OEM or better parts used at all times

 
Choose from some of the world’s most trusted tyre brands for your vehicle, or see the full range of car tyres available.  You can also find 
cheap tyres with our range of stock clearance tyres including leading brands such as Michelin, Pirelli, Continental and more! If you're looking for a specific type of tyre we also offer winter tyres, all season tyres and run flat tyres.
Our highly-skilled technicians are also happy to provide you with a wide selection of car services that help keep your car happy, healthy and roadworthy. You can book your MOT or next car service online with hourly appointments available.
"
Vehicles & Transportation,fixauto.com,"Fix Auto UK have a nationwide network of over 100 car body repair centres and are experts in car body repair for all types of vehicles. 

Our bodyshop network across the UK and Northern Ireland guarantee our repair for life and are trusted by nearly 15,000 customers as seen on Trustpilot. 

When an accident occurs and you visit a Fix Auto UK bodyshop our experts quickly set in motion a complete repair service that only ends when we deliver a flawless vehicle back to you. After cost estimates have been provided and approved by your insurance company, we handle everything from dent removal to respraying. But our car body shops are also qualified to take care of any kind of crash repair approved by the insurer, including wheel alignment, windshield replacement, bumper repairs and air conditioning systems. We even deal with rust and paint chip problems.

Fix Auto UK bodyshops are equipped to carry out a full range of repairs, ranging from paintless dent removal to restoration work resulting from a major impact. Our repair centres use the most advanced high-tech equipment to ensure the vehicle safety aspects are restored and you can be confident getting back behind the wheel. 
"
Vehicles & Transportation,pod-point.com,Pod Point is one of the leading providers of electric car charging. We provide reliable and easy to use chargers for homes and workplaces across the UK.
Vehicles & Transportation,motoringassistance.com,"



























GET A QUOTE IN UNDER
60 SECONDS
AND SEE HOW MUCH YOU CAN SAVE

StartNow







"
Vehicles & Transportation,haynes.com,The Haynes Owner's Workshop Manuals are a series of practical manuals from the British publisher Haynes Publishing Group.
Vehicles & Transportation,justpark.com,"JustPark makes parking easier for over 13 million drivers, helping them find and reserve a space via 5 star-rated app and website products.
On the other side of the marketplace, JustPark offers an online platform for over 45,000 property owners to earn money from spare parking capacity - from driveways and spaces at private residences, to empty bays in car parks at hotels, churches and offices. 
Winners of Sir Richard Branson’s VOOM competition, backed by BMW and Index Ventures (Facebook, JustEat, Dropbox) and chosen as one of WIRED’s hottest European startups, JustPark is leading the disruption of a £50bn global industry. With the highest-rated apps and over 1.7m customer reviews at an average of 96% satisfaction, we are UK drivers favourite parking app."
